2186;17;10;58.82352941176471
2190;19;10;52.63157894736842
2195;13;7;53.84615384615385
2201;6;4;66.66666666666666
2205;10;8;80.0
2206;11;7;63.63636363636363
2208;13;7;53.84615384615385
2223;15;10;66.66666666666666
2227;11;5;45.45454545454545
2259;14;8;57.14285714285714
2274;9;3;33.33333333333333
2280;15;9;60.0
2299;18;6;33.33333333333333
2308;14;8;57.14285714285714
2316;16;6;37.5
2322;17;12;70.58823529411765
2346;14;8;57.14285714285714
2347;12;7;58.333333333333336
2361;15;10;66.66666666666666
2376;11;6;54.54545454545454
2401;12;5;41.66666666666667
2409;7;6;85.71428571428571
2419;16;9;56.25
2426;16;8;50.0
2429;15;12;80.0
2435;7;5;71.42857142857143
2440;6;5;83.33333333333334
2448;11;6;54.54545454545454
2450;13;5;38.46153846153847
2481;13;7;53.84615384615385
2504;11;7;63.63636363636363
2517;11;7;63.63636363636363
2519;13;8;61.53846153846154
2539;8;8;100.0
2542;11;6;54.54545454545454
2543;12;7;58.333333333333336
2557;13;7;53.84615384615385
2569;10;8;80.0
2571;12;7;58.333333333333336
2610;10;6;60.0
2641;10;7;70.0
2655;13;8;61.53846153846154
2656;9;6;66.66666666666666
2659;12;8;66.66666666666666
2660;13;7;53.84615384615385
2661;8;4;50.0
2666;13;10;76.92307692307693
2694;5;5;100.0
2695;2;2;100.0
2702;9;7;77.77777777777779
2712;18;9;50.0
2717;20;12;60.0
2720;19;13;68.42105263157895
2731;12;7;58.333333333333336
2744;16;7;43.75
2751;10;6;60.0
2752;11;7;63.63636363636363
2789;2;2;100.0
2792;5;5;100.0
2806;15;8;53.333333333333336
2810;13;8;61.53846153846154
2817;18;12;66.66666666666666
2830;13;9;69.23076923076923
2838;12;5;41.66666666666667
2840;14;6;42.857142857142854
2854;17;9;52.94117647058824
2860;14;6;42.857142857142854
2884;11;8;72.72727272727273
2886;13;7;53.84615384615385
2888;15;9;60.0
2890;14;7;50.0
2904;18;10;55.55555555555556
2912;13;6;46.15384615384615
2914;15;8;53.333333333333336
2921;13;10;76.92307692307693
2922;10;4;40.0
2923;11;7;63.63636363636363
2924;12;7;58.333333333333336
2926;14;9;64.28571428571429
2931;15;7;46.666666666666664
2936;17;10;58.82352941176471
2947;14;8;57.14285714285714
2954;5;3;60.0
2959;9;6;66.66666666666666
2964;11;8;72.72727272727273
2977;16;11;68.75
3021;10;6;60.0
3024;13;5;38.46153846153847
3032;2;2;100.0
3046;12;8;66.66666666666666
3048;14;9;64.28571428571429
3058;17;8;47.05882352941176
3062;16;5;31.25
3071;12;9;75.0
3104;13;8;61.53846153846154
3105;13;5;38.46153846153847
3115;10;6;60.0
3139;14;8;57.14285714285714
3141;9;6;66.66666666666666
3142;10;5;50.0
3153;12;8;66.66666666666666
3160;19;12;63.1578947368421
3178;10;6;60.0
3179;11;9;81.81818181818183
3186;8;8;100.0
3198;16;9;56.25
3207;12;6;50.0
3209;11;8;72.72727272727273
3211;8;4;50.0
3217;8;6;75.0
3221;9;5;55.55555555555556
3230;18;8;44.44444444444444
3232;15;11;73.33333333333333
3239;16;10;62.5
3248;12;7;58.333333333333336
3280;16;9;56.25
3318;12;5;41.66666666666667
3321;15;10;66.66666666666666
3323;14;8;57.14285714285714
3338;11;4;36.36363636363637
3344;17;8;47.05882352941176
3355;12;7;58.333333333333336
3373;12;7;58.333333333333336
3375;14;7;50.0
3416;5;4;80.0
3422;10;8;80.0
3441;13;11;84.61538461538461
3443;12;6;50.0
3444;13;6;46.15384615384615
3446;9;7;77.77777777777779
3457;14;7;50.0
3458;15;7;46.666666666666664
3461;15;9;60.0
3467;15;6;40.0
3473;15;9;60.0
3478;12;9;75.0
3503;7;5;71.42857142857143
3511;14;10;71.42857142857143
3513;16;10;62.5
3526;18;12;66.66666666666666
3529;13;8;61.53846153846154
3538;10;3;30.0
3563;12;7;58.333333333333336
3565;14;8;57.14285714285714
3572;10;6;60.0
3577;13;7;53.84615384615385
3581;6;3;50.0
3590;9;5;55.55555555555556
3610;17;10;58.82352941176471
3611;18;12;66.66666666666666
3612;19;9;47.368421052631575
3664;15;8;53.333333333333336
3690;20;10;50.0
3698;20;10;50.0
3724;17;9;52.94117647058824
3726;19;12;63.1578947368421
3728;21;10;47.61904761904761
3730;17;9;52.94117647058824
3739;13;7;53.84615384615385
3743;11;8;72.72727272727273
3747;13;7;53.84615384615385
3753;2;2;100.0
3759;8;4;50.0
3777;19;8;42.10526315789473
3788;18;9;50.0
3793;14;7;50.0
3813;16;9;56.25
3815;13;7;53.84615384615385
3821;9;4;44.44444444444444
3822;10;4;40.0
3843;19;11;57.89473684210527
3844;14;8;57.14285714285714
3854;18;9;50.0
3870;17;9;52.94117647058824
3877;4;3;75.0
3878;5;4;80.0
3917;16;8;50.0
3925;18;13;72.22222222222221
3928;18;10;55.55555555555556
3957;16;9;56.25
3962;16;10;62.5
3991;16;10;62.5
3997;3;2;66.66666666666666
3998;4;4;100.0
4001;7;5;71.42857142857143
4002;8;6;75.0
4003;9;8;88.88888888888889
4011;15;10;66.66666666666666
4015;16;10;62.5
4021;16;7;43.75
4025;18;11;61.111111111111114
4034;11;5;45.45454545454545
4046;17;9;52.94117647058824
4053;15;12;80.0
4054;16;8;50.0
4069;13;4;30.76923076923077
4083;15;6;40.0
4093;13;7;53.84615384615385
4095;15;8;53.333333333333336
4119;5;4;80.0
4135;17;12;70.58823529411765
4139;15;7;46.666666666666664
4155;13;8;61.53846153846154
4168;11;6;54.54545454545454
4173;13;6;46.15384615384615
4177;10;9;90.0
4183;8;5;62.5
4192;13;7;53.84615384615385
4193;14;7;50.0
4209;10;6;60.0
4220;15;9;60.0
4226;12;5;41.66666666666667
4231;15;6;40.0
4234;7;3;42.857142857142854
4238;3;3;100.0
4244;9;5;55.55555555555556
4269;16;8;50.0
4272;10;6;60.0
4273;11;5;45.45454545454545
4279;14;10;71.42857142857143
4287;16;8;50.0
4306;8;5;62.5
4314;11;7;63.63636363636363
4317;14;10;71.42857142857143
4334;14;11;78.57142857142857
4340;8;5;62.5
4343;11;7;63.63636363636363
4351;13;8;61.53846153846154
4358;17;8;47.05882352941176
4363;16;11;68.75
4368;10;4;40.0
4375;3;3;100.0
4380;8;4;50.0
4381;8;5;62.5
4416;13;7;53.84615384615385
4417;14;6;42.857142857142854
4419;13;11;84.61538461538461
4428;16;9;56.25
4431;13;7;53.84615384615385
4439;9;8;88.88888888888889
4443;7;4;57.14285714285714
4457;13;7;53.84615384615385
4470;17;8;47.05882352941176
4473;18;9;50.0
4476;16;6;37.5
4486;17;10;58.82352941176471
4524;14;7;50.0
4540;11;4;36.36363636363637
4541;12;7;58.333333333333336
4552;11;9;81.81818181818183
4553;12;7;58.333333333333336
4557;13;8;61.53846153846154
4560;13;7;53.84615384615385
4561;11;8;72.72727272727273
4575;11;8;72.72727272727273
4581;12;4;33.33333333333333
4584;9;5;55.55555555555556
4604;12;9;75.0
4608;13;10;76.92307692307693
4610;10;4;40.0
4612;12;4;33.33333333333333
4618;6;2;33.33333333333333
4620;8;5;62.5
4647;9;5;55.55555555555556
4650;6;3;50.0
4667;14;10;71.42857142857143
4673;14;10;71.42857142857143
4674;15;8;53.333333333333336
4688;10;8;80.0
4704;15;9;60.0
4712;14;8;57.14285714285714
4714;11;7;63.63636363636363
4727;4;3;75.0
4766;2;1;50.0
4767;16;9;56.25
4768;14;7;50.0
4769;17;8;47.05882352941176
4770;16;8;50.0
4771;19;11;57.89473684210527
4772;20;13;65.0
4773;14;10;71.42857142857143
4774;18;13;72.22222222222221
4775;17;10;58.82352941176471
4776;6;3;50.0
